,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.85862069,0.102158149,0.583916084,0.056,12,125,7,740,5,118,870
Label_10,0.873563218,0.291398744,0.755445005,0.181333333,30.33333333,125,22.66666667,737.3333333,7.666666667,102.3333333,870
Label_21,0.875862069,0.284322129,0.824731183,0.173333333,26.33333333,125,21.66666667,740.3333333,4.666666667,103.3333333,870
Label_22,0.868965517,0.281167619,0.675667828,0.181333333,34.33333333,125,22.66666667,733.3333333,11.66666667,102.3333333,870
Label_5,0.854789272,0.064163388,0.432996633,0.034666667,10,125,4.333333333,739.3333333,5.666666667,120.6666667,870
