,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.846364221,0.163419307,0.628008726,0.094159114,99.33333333,662,62.33333333,3445,37,599.6666667,4144
Label_10,0.844272844,0.135718484,0.598652639,0.07653575,84.66666667,662,50.66666667,3448,34,611.3333333,4144
Label_21,0.846685972,0.25133726,0.572103231,0.161127895,186.6666667,662,106.6666667,3402,80,555.3333333,4144
Label_22,0.839607465,0.20946498,0.497542074,0.133937563,180,662,88.66666667,3390.666667,91.33333333,573.3333333,4144
Label_5,0.842342342,0.094208313,0.570619019,0.051359517,59.33333333,662,34,3456.666667,25.33333333,628,4144
