Label_Column,Accuracy,F1,Precision,Recall,Support
label_19,0.8689655172413793,0.37362637362637363,0.5964912280701754,0.272,125.0
label_12,0.867816091954023,0.3575418994413408,0.5925925925925926,0.256,125.0
label_18,0.8448275862068966,0.3349753694581281,0.4358974358974359,0.272,125.0
label_24,0.8620689655172413,0.34782608695652173,0.5423728813559322,0.256,125.0
label_3,0.8632183908045977,0.34972677595628415,0.5517241379310345,0.256,125.0
label_14,0.8770114942528736,0.3592814371257485,0.7142857142857143,0.24,125.0
label_10,0.8505747126436781,0.3157894736842105,0.46153846153846156,0.24,125.0
label_11,0.8804597701149425,0.43478260869565216,0.6779661016949152,0.32,125.0
label_15,0.8597701149425288,0.35106382978723405,0.5238095238095238,0.264,125.0
label_8,0.8459770114942529,0.33,0.44,0.264,125.0
label_1,0.8620689655172413,0.3181818181818182,0.5490196078431373,0.224,125.0
label_7,0.8747126436781609,0.3771428571428571,0.66,0.264,125.0
label_5,0.8632183908045977,0.37696335078534027,0.5454545454545454,0.288,125.0
label_21,0.8482758620689655,0.34653465346534656,0.45454545454545453,0.28,125.0
label_9,0.860919540229885,0.3163841807909605,0.5384615384615384,0.224,125.0
label_6,0.8597701149425288,0.3578947368421053,0.5230769230769231,0.272,125.0
label_13,0.8459770114942529,0.39639639639639634,0.4536082474226804,0.352,125.0
label_25,0.8747126436781609,0.43523316062176165,0.6176470588235294,0.336,125.0
label_17,0.8655172413793103,0.3809523809523809,0.5625,0.288,125.0
label_16,0.8747126436781609,0.3910614525139665,0.6481481481481481,0.28,125.0
label_23,0.8563218390804598,0.4075829383886256,0.5,0.344,125.0
label_4,0.8666666666666667,0.3829787234042553,0.5714285714285714,0.288,125.0
label_22,0.867816091954023,0.36464088397790057,0.5892857142857143,0.264,125.0
label_20,0.864367816091954,0.38541666666666663,0.5522388059701493,0.296,125.0
label_2,0.8724137931034482,0.3867403314917127,0.625,0.28,125.0
