Label_Column,Accuracy,F1,Precision,Recall,Support
label_1,0.8529411764705882,0.20485175202156336,0.5390070921985816,0.1264559068219634,601.0
label_2,0.8571784646061814,0.20305980528511822,0.6186440677966102,0.12146422628951747,601.0
label_3,0.8534396809571286,0.23036649214659685,0.5398773006134969,0.1464226289517471,601.0
label_4,0.8554336989032901,0.324009324009324,0.5408560311284046,0.23128119800332778,601.0
label_5,0.8556829511465603,0.24511082138200782,0.5662650602409639,0.15640599001663893,601.0
label_6,0.8541874376869392,0.19753086419753085,0.5625,0.11980033277870217,601.0
label_7,0.7814057826520439,0.2353966870095902,0.24725274725274726,0.22462562396006655,601.0
label_8,0.8536889332003988,0.26348808030112925,0.5357142857142857,0.17470881863560733,601.0
label_9,0.8531904287138584,0.20512820512820512,0.5428571428571428,0.1264559068219634,601.0
label_10,0.8551844466600199,0.17118402282453637,0.6,0.09983361064891846,601.0
label_11,0.8554336989032901,0.24479166666666669,0.562874251497006,0.15640599001663893,601.0
label_12,0.8529411764705882,0.22774869109947646,0.5337423312883436,0.1447587354409318,601.0
label_13,0.8489531405782652,0.26987951807228916,0.4890829694323144,0.18635607321131448,601.0
label_14,0.849950149551346,0.23214285714285718,0.4972677595628415,0.15141430948419302,601.0
label_15,0.8529411764705882,0.21122994652406415,0.5374149659863946,0.1314475873544093,601.0
label_16,0.8536889332003988,0.18585298196948682,0.5583333333333333,0.11148086522462562,601.0
label_17,0.8489531405782652,0.26277372262773724,0.48868778280542985,0.17970049916805325,601.0
label_18,0.8519441674975075,0.2860576923076923,0.5151515151515151,0.19800332778702162,601.0
label_19,0.8492023928215354,0.2630937880633374,0.4909090909090909,0.17970049916805325,601.0
label_20,0.8524426719840479,0.2673267326732674,0.5217391304347826,0.17970049916805325,601.0
label_21,0.8549351944167497,0.302158273381295,0.5407725321888412,0.2096505823627288,601.0
label_22,0.8504486540378864,0.18256130790190733,0.5037593984962406,0.11148086522462562,601.0
label_23,0.8519441674975075,0.2720588235294118,0.5162790697674419,0.18469217970049917,601.0
label_24,0.8504486540378864,0.22480620155038764,0.5028901734104047,0.1447587354409318,601.0
label_25,0.8521934197407777,0.2829504232164449,0.5176991150442478,0.194675540765391,601.0
