Label_Column,Accuracy,F1,Precision,Recall,Support
label_1,0.845962113659023,0.1889763779527559,0.4472049689440994,0.11980033277870217,601.0
label_2,0.8554336989032901,0.20765027322404372,0.5801526717557252,0.1264559068219634,601.0
label_3,0.8504486540378864,0.21465968586387432,0.5030674846625767,0.13643926788685523,601.0
label_4,0.8526919242273181,0.2972651605231867,0.5208333333333334,0.2079866888519135,601.0
label_5,0.8569292123629113,0.2506527415143603,0.5818181818181818,0.15973377703826955,601.0
label_6,0.8546859421734796,0.20027434842249658,0.5703125,0.12146422628951747,601.0
label_7,0.8494516450648056,0.2216494845360825,0.49142857142857144,0.14309484193011648,601.0
label_8,0.8556829511465603,0.27534418022528157,0.5555555555555556,0.18302828618968386,601.0
label_9,0.859172482552343,0.21418636995827536,0.652542372881356,0.1281198003327787,601.0
label_10,0.8589232303090728,0.18911174785100285,0.6804123711340206,0.10981697171381032,601.0
label_11,0.8554336989032901,0.22872340425531917,0.5695364238410596,0.14309484193011648,601.0
label_12,0.8511964107676969,0.2196078431372549,0.5121951219512195,0.13976705490848584,601.0
label_13,0.8556829511465603,0.28252788104089216,0.5533980582524272,0.1896838602329451,601.0
label_14,0.8504486540378864,0.19999999999999998,0.5033557046979866,0.12479201331114809,601.0
label_15,0.8504486540378864,0.21052631578947367,0.5031446540880503,0.13311148086522462,601.0
label_16,0.8529411764705882,0.21122994652406415,0.5374149659863946,0.1314475873544093,601.0
label_17,0.8574277168494516,0.2955665024630542,0.5687203791469194,0.19966722129783693,601.0
label_18,0.8524426719840479,0.2815533980582524,0.5201793721973094,0.1930116472545757,601.0
label_19,0.8482053838484547,0.26360338573155984,0.4823008849557522,0.18136439267886856,601.0
label_20,0.8574277168494516,0.3058252427184466,0.5650224215246636,0.2096505823627288,601.0
label_21,0.8534396809571286,0.27764127764127766,0.5305164319248826,0.18801996672212978,601.0
label_22,0.8511964107676969,0.20080321285140562,0.5136986301369864,0.12479201331114809,601.0
label_23,0.853938185443669,0.26196473551637284,0.538860103626943,0.17304492512479203,601.0
label_24,0.849950149551346,0.2711864406779661,0.49777777777777776,0.18635607321131448,601.0
label_25,0.8541874376869392,0.26229508196721313,0.5416666666666666,0.17304492512479203,601.0
