,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.8474903474903475,0.18766066838046272,0.6293103448275862,0.11027190332326284,116,662,73,3439,43,589,4144
Label_10,0.8431467181467182,0.13101604278074866,0.5697674418604651,0.074018127,86,662,49,3445,37,613,4144
Label_21,0.846042471,0.2529274004683841,0.5625,0.16314199395770393,192,662,108,3398,84,554,4144
Label_22,0.840492278,0.23760092272202998,0.5024390243902439,0.1555891238670695,205,662,103,3380,102,559,4144
Label_5,0.8429054054054054,0.099585062,0.5901639344262295,0.054380664652567974,61,662,36,3457,25,626,4144
