,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.845801158,0.142281879,0.638554217,0.080060423,83,662,53,3452,30,609,4144
Label_10,0.845559846,0.142091153,0.630952381,0.080060423,84,662,53,3451,31,609,4144
Label_21,0.847972973,0.246411483,0.591954023,0.155589124,174,662,103,3411,71,559,4144
Label_22,0.842181467,0.172151899,0.53125,0.102719033,128,662,68,3422,60,594,4144
Label_5,0.843388031,0.104827586,0.603174603,0.057401813,63,662,38,3457,25,624,4144
