wordcat,average_frequency_1,average_frequency_2,average_frequency_3,average_frequency_4,average_frequency_5,average_frequency_6,average_frequency_7,average_frequency_8,average_frequency_9,average_frequency_10,average_frequency_11,average_frequency_12,average_frequency_13,average_frequency_14,average_frequency_15,average_frequency_16,average_frequency_17,average_frequency_18,average_frequency_19,average_frequency_20,average_frequency_21,average_frequency_22,average_frequency_23,average_frequency_24,average_frequency_25
PR,188.33333333333334,184.66666666666666,178.33333333333334,182.33333333333334,172.33333333333334,189.33333333333334,186.0,171.33333333333334,177.66666666666666,140.66666666666666,191.33333333333334,187.33333333333334,156.0,186.66666666666666,188.0,185.33333333333334,174.0,185.0,189.0,178.0,178.66666666666666,191.33333333333334,182.66666666666666,189.66666666666666,184.66666666666666
V,161.66666666666666,156.0,148.66666666666666,153.0,167.33333333333334,165.33333333333334,156.33333333333334,152.0,158.66666666666666,160.0,149.66666666666666,162.0,165.66666666666666,155.33333333333334,154.33333333333334,156.66666666666666,152.0,156.0,145.0,151.66666666666666,144.66666666666666,167.66666666666666,150.0,146.33333333333334,143.66666666666666
N,105.66666666666667,101.33333333333333,101.33333333333333,101.0,110.66666666666667,111.0,103.0,102.66666666666667,106.0,106.66666666666667,103.66666666666667,103.33333333333333,109.0,99.33333333333333,107.0,106.33333333333333,107.0,104.66666666666667,93.0,96.33333333333333,92.33333333333333,111.66666666666667,102.33333333333333,97.66666666666667,105.33333333333333
AJ,42.666666666666664,46.333333333333336,43.666666666666664,39.666666666666664,48.666666666666664,43.333333333333336,44.666666666666664,45.333333333333336,44.333333333333336,52.333333333333336,44.0,43.333333333333336,50.0,43.333333333333336,47.666666666666664,40.333333333333336,46.666666666666664,44.0,40.333333333333336,41.333333333333336,44.666666666666664,50.666666666666664,41.333333333333336,40.666666666666664,41.333333333333336
DT,26.0,26.0,25.333333333333332,25.666666666666668,25.333333333333332,25.333333333333332,26.0,26.0,25.666666666666668,23.333333333333332,26.0,26.0,25.0,26.0,26.0,26.0,25.666666666666668,26.0,26.0,26.0,25.0,25.333333333333332,26.0,26.0,25.666666666666668
AV,24.666666666666668,24.666666666666668,21.333333333333332,23.333333333333332,27.0,26.0,24.333333333333332,23.333333333333332,24.666666666666668,26.333333333333332,23.666666666666668,25.333333333333332,25.666666666666668,23.333333333333332,22.333333333333332,24.666666666666668,22.666666666666668,24.0,19.666666666666668,21.333333333333332,20.666666666666668,26.0,23.666666666666668,21.333333333333332,23.333333333333332
OR,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
CJ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
