,Accuracy,F1,Precision,Recall,Support, NVAJ_detected,NVAJ_total,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_10,0.8465286236297198,0.8018368663300289,0.8005332151653018,0.8465286236297198,4105.0,62,2269,133,623,63,3412,70,560
Label_22,0.8489646772228989,0.7984055864283739,0.8049958607145833,0.8489646772228989,4105.0,47,2269,93,623,48,3437,45,575
Label_21,0.846041412911084,0.8054677926318634,0.8022320375958756,0.846041412911084,4105.0,73,2269,161,623,76,3397,85,547
Label_5,0.8419001218026797,0.7861793059383303,0.7730724834327284,0.8419001218026797,4105.0,25,2269,78,623,26,3430,52,597
Label_1,0.8445797807551766,0.7877067875604271,0.7817206514659177,0.8445797807551766,4105.0,24,2269,67,623,26,3441,41,597
