,Accuracy,F1,Precision,Recall,Support,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_10,0.8423873325213155,0.803052446235009,0.7956771237240894,0.8423873325213155,4105.0,176,623,76,3382,100,547
Label_5,0.848721071863581,0.7900712414929771,0.802270474039208,0.848721071863581,4105.0,50,623,26,3458,24,597
Label_22,0.8428745432399513,0.7976009346641135,0.790879177041864,0.8428745432399513,4105.0,136,623,57,3403,79,566
Label_1,0.8445797807551766,0.796371558020066,0.7924051032097535,0.8445797807551766,4105.0,115,623,50,3417,65,573
Label_21,0.8438489646772229,0.8060065573971619,0.799874845426966,0.8438489646772229,4105.0,184,623,83,3381,101,540
