,Accuracy,F1,Precision,Recall,Support, NVAJ_detected,NVAJ_total,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_1,0.8472594397076736,0.7896289680221512,0.793964568925483,0.8472594397076736,4105.0,26,2269,58,623,27,3451,31,596
Label_21,0.8467722289890378,0.8079693690980511,0.8050075317238907,0.8467722289890378,4105.0,80,2269,172,623,83,3393,89,540
Label_22,0.848721071863581,0.8003055924409265,0.8048572469916366,0.848721071863581,4105.0,53,2269,106,623,54,3430,52,569
Label_5,0.8455542021924483,0.7846537557338711,0.778959430440803,0.8455542021924483,4105.0,16,2269,45,623,17,3454,28,606
Label_10,0.8528623629719854,0.8052801197016434,0.8189974794895044,0.8528623629719854,4105.0,61,2269,103,623,61,3440,42,562
