Label_Column,Accuracy,F1,Precision,Recall,Support
label_1,0.8531904287138584,0.9200054325682466,0.8570344129554656,0.9929639401934917,3411.0
label_2,0.8536889332003988,0.9202987101154108,0.857106727364694,0.9935502785107007,3411.0
label_3,0.8534396809571286,0.9198910081743868,0.8592517179944006,0.989739079448842,3411.0
label_4,0.8501994017946162,0.918153343320169,0.8573245167853509,0.9882732336558194,3411.0
label_5,0.853938185443669,0.9206177187753996,0.8557038529337698,0.9961888009381413,3411.0
label_6,0.8506979062811565,0.9185588035350103,0.8564908722109533,0.990325417766051,3411.0
label_7,0.8504486540378864,0.9175144349738795,0.8638363965829666,0.9783054822632659,3411.0
label_8,0.8524426719840479,0.9191919191919192,0.8600255427841634,0.9871005570214013,3411.0
label_9,0.8501994017946162,0.9181310448167824,0.8575063613231552,0.9879800644972149,3411.0
label_10,0.8561814556331007,0.9211640934553901,0.862589559877175,0.9882732336558194,3411.0
label_11,0.8534396809571286,0.9199564388783011,0.8587039390088945,0.9906185869246555,3411.0
label_12,0.8519441674975075,0.9190735694822889,0.8584881649274625,0.9888595719730284,3411.0
label_13,0.8509471585244267,0.9189921430506638,0.8541928985142282,0.9944297859865142,3411.0
label_14,0.8482053838484547,0.9163116668956988,0.8623900672529746,0.9774259747874524,3411.0
label_15,0.849950149551346,0.9173984632272228,0.8622646376063967,0.980064497214893,3411.0
label_16,0.8541874376869392,0.9202888676931462,0.859725050916497,0.9900322486074465,3411.0
label_17,0.8531904287138584,0.9192154711287889,0.863659793814433,0.9824098504837291,3411.0
label_18,0.8519441674975075,0.9191396678464471,0.8579415501905973,0.989739079448842,3411.0
label_19,0.849950149551346,0.917193947730399,0.8639543923296191,0.9774259747874524,3411.0
label_20,0.8531904287138584,0.9195245252083618,0.8610542476970318,0.9865142187041923,3411.0
label_21,0.8484546360917248,0.9161841742486905,0.8646890450169139,0.9742011140428027,3411.0
label_22,0.8073280159521435,0.8900583131844687,0.8643646408839779,0.9173262972735268,3411.0
label_23,0.8497008973080757,0.9167472041971558,0.8663883089770354,0.9733216065669892,3411.0
label_24,0.8519441674975075,0.9188080918534719,0.8606914212548016,0.9853415420697743,3411.0
label_25,0.8437188434695913,0.9131217957600111,0.8657383079348397,0.9659923776018763,3411.0
