,Accuracy,F1,Precision,Recall,Support,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_5,0.8433880308880309,0.7848930280632259,0.8081300443160282,0.8433880308880309,4144.0,63,662,38,3457,25,624
Label_22,0.8421814671814671,0.7944626368866082,0.8008374922126168,0.8421814671814671,4144.0,128,662,68,3422,60,594
Label_10,0.8455598455598455,0.7916477659514508,0.8150073542930685,0.8455598455598455,4144.0,84,662,53,3451,31,609
Label_21,0.847972972972973,0.8085792522291378,0.8165026335290384,0.847972972972973,4144.0,174,662,103,3411,71,559
Label_1,0.8458011583011583,0.791799081859069,0.8162527763533362,0.8458011583011583,4144.0,83,662,53,3452,30,609
