,Accuracy,F1,Precision,Recall,Support,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_5,0.8429054054054054,0.7838524607600637,0.8057029503335258,0.8429054054054054,4144.0,61,662,36,3457,25,626
Label_22,0.840492277992278,0.8033650243393332,0.8012715780948091,0.840492277992278,4144.0,205,662,103,3380,102,559
Label_10,0.8431467181467182,0.7887452235829517,0.8043427597581323,0.8431467181467182,4144.0,86,662,49,3445,37,613
Label_21,0.846042471042471,0.8085439395426296,0.812321580002501,0.846042471042471,4144.0,192,662,108,3398,84,554
Label_1,0.8474903474903475,0.799518709035754,0.8179157989665471,0.8474903474903475,4144.0,116,662,73,3439,43,589
