Label_Column,Accuracy,F1,Precision,Recall,Support
label_1,0.8563218390804598,0.9220212102308172,0.8613053613053613,0.9919463087248322,745.0
label_2,0.8735632183908046,0.9302915082382763,0.8811524609843937,0.9852348993288591,745.0
label_3,0.8505747126436781,0.9159120310478654,0.8838951310861424,0.9503355704697987,745.0
label_4,0.8770114942528736,0.9324068224889449,0.8806682577565632,0.9906040268456375,745.0
label_5,0.8551724137931035,0.9214463840399002,0.860302677532014,0.9919463087248322,745.0
label_6,0.8655172413793103,0.9262759924385634,0.8729216152019003,0.9865771812080537,745.0
label_7,0.8758620689655172,0.9319899244332494,0.8778173190984578,0.9932885906040269,745.0
label_8,0.8758620689655172,0.931297709923664,0.8851269649334945,0.9825503355704698,745.0
label_9,0.8540229885057471,0.9189534141671984,0.8759124087591241,0.9664429530201343,745.0
label_10,0.8770114942528736,0.9325771896660365,0.8788598574821853,0.9932885906040269,745.0
label_11,0.8632183908045977,0.9255784865540962,0.8665105386416861,0.9932885906040269,745.0
label_12,0.867816091954023,0.9272612270714737,0.8767942583732058,0.9838926174496644,745.0
label_13,0.8620689655172413,0.9247176913425345,0.8680800942285041,0.9892617449664429,745.0
label_14,0.8666666666666667,0.9266750948166876,0.8757467144563919,0.9838926174496644,745.0
label_15,0.8655172413793103,0.925335035098915,0.8819951338199513,0.9731543624161074,745.0
label_16,0.8701149425287357,0.9285262492093611,0.8779904306220095,0.9852348993288591,745.0
label_17,0.8666666666666667,0.9254498714652957,0.8877928483353884,0.9664429530201343,745.0
label_18,0.871264367816092,0.9293820933165196,0.8763376932223543,0.9892617449664429,745.0
label_19,0.8758620689655172,0.9309462915601022,0.8888888888888888,0.9771812080536912,745.0
label_20,0.8666666666666667,0.9262086513994912,0.8802902055622733,0.9771812080536912,745.0
label_21,0.8816091954022989,0.9350157728706624,0.8821428571428571,0.9946308724832215,745.0
label_22,0.8689655172413793,0.9275730622617534,0.8805790108564535,0.9798657718120806,745.0
label_23,0.8551724137931035,0.9203539823008849,0.8697729988052568,0.9771812080536912,745.0
label_24,0.8770114942528736,0.9322355921469285,0.882494004796163,0.9879194630872483,745.0
label_25,0.8597701149425288,0.9217948717948717,0.8822085889570552,0.9651006711409396,745.0
