Label_Column,Accuracy,F1,Precision,Recall,Support
label_1,0.8597701149425288,0.9239401496259351,0.8626309662398137,0.9946308724832215,745.0
label_2,0.867816091954023,0.9273531269740998,0.8758949880668258,0.9852348993288591,745.0
label_3,0.8436781609195402,0.9121447028423773,0.8792029887920298,0.9476510067114094,745.0
label_4,0.8758620689655172,0.93173198482933,0.8805256869772998,0.9892617449664429,745.0
label_5,0.8551724137931035,0.9215442092154421,0.859465737514518,0.9932885906040269,745.0
label_6,0.8620689655172413,0.9243379571248425,0.8715814506539834,0.9838926174496644,745.0
label_7,0.867816091954023,0.9270767279644896,0.8786057692307693,0.9812080536912752,745.0
label_8,0.8724137931034482,0.9291640076579452,0.8856447688564477,0.9771812080536912,745.0
label_9,0.860919540229885,0.9227823867262284,0.8795620437956204,0.9704697986577181,745.0
label_10,0.8724137931034482,0.9301447451227187,0.8755924170616114,0.9919463087248322,745.0
label_11,0.8701149425287357,0.9288860918816866,0.8744075829383886,0.9906040268456375,745.0
label_12,0.8758620689655172,0.9316455696202531,0.881437125748503,0.9879194630872483,745.0
label_13,0.8655172413793103,0.9264613450659962,0.8711583924349882,0.9892617449664429,745.0
label_14,0.8770114942528736,0.932063492063492,0.8843373493975903,0.9852348993288591,745.0
label_15,0.8620689655172413,0.9229781771501925,0.8843788437884379,0.9651006711409396,745.0
label_16,0.8689655172413793,0.9278481012658227,0.8778443113772455,0.9838926174496644,745.0
label_17,0.8655172413793103,0.9249518922386145,0.8857493857493858,0.9677852348993289,745.0
label_18,0.8689655172413793,0.928391959798995,0.872491145218418,0.9919463087248322,745.0
label_19,0.8804597701149425,0.9335038363171356,0.8913308913308914,0.9798657718120806,745.0
label_20,0.8724137931034482,0.9295238095238095,0.8819277108433735,0.9825503355704698,745.0
label_21,0.8701149425287357,0.9292423293675641,0.8708920187793427,0.9959731543624161,745.0
label_22,0.867816091954023,0.9278996865203762,0.8705882352941177,0.9932885906040269,745.0
label_23,0.8655172413793103,0.9260897030953885,0.8747016706443914,0.9838926174496644,745.0
label_24,0.8655172413793103,0.9258084971464807,0.8774038461538461,0.9798657718120806,745.0
label_25,0.860919540229885,0.9217840982546864,0.8890274314214464,0.9570469798657718,745.0
