,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.8104750304506699,0.15434782608695652,0.23905723905723905,0.11396468699839486,297,623,71,3256,226,552,4105
Label_10,0.8370280146163216,0.2026221692491061,0.39351851851851855,0.13643659711075443,216,623,85,3351,131,538,4105
Label_21,0.8445797807551766,0.17994858611825193,0.45161290322580644,0.11235955056179775,155,623,70,3397,85,553,4105
Label_22,0.8489646772228989,0.17333333333333334,0.5118110236220472,0.1043338683788122,127,623,65,3420,62,558,4105
Label_5,0.8501827040194885,0.088888889,0.5769230769230769,0.048154093097913325,52,623,30,3460,22,593,4105
