Label_Column,Accuracy,F1,Precision,Recall,Support
label_1,0.8551724137931034,0.336486486,0.494444444,0.2560,125
label_2,0.875095785,0.389479063,0.654002939,0.277333333,125
label_3,0.8620689655172414,0.385860733,0.536596831,0.301333333,125
label_4,0.8620689655172414,0.399777733,0.533016279,0.32,125
label_5,0.8639846743295019,0.371709875,0.553494433,0.28,125
label_6,0.8747126436781608,0.376581756,0.658026756,0.264,125
label_7,0.8636015325670497,0.366408621,0.55075433,0.274666667,125
label_8,0.864367816,0.411371323,0.548827831,0.330666667,125
label_9,0.8708812260536397,0.390715253,0.607712273,0.288,125
label_10,0.8716475095785441,0.3384599,0.651661884,0.229333333,125
label_11,0.8735632183908045,0.430880372,0.610449735,0.333333333,125
label_12,0.8651340996168582,0.335787771,0.574078374,0.237333333,125
label_13,0.853639847,0.378838094,0.48478836,0.312,125
label_14,0.8716475095785441,0.376296422,0.625081222,0.269333333,125
label_15,0.8697318007662836,0.390243333,0.597999701,0.290666667,125
label_16,0.8724137931034482,0.377126613,0.633206201,0.269333333,125
label_17,0.8593869731800767,0.376805886,0.518743961,0.296,125
label_18,0.8555555555555555,0.389162641,0.497334609,0.32,125
label_19,0.8727969348659004,0.417610361,0.617638557,0.317333333,125
label_20,0.8624521072796935,0.364671484,0.542801158,0.274666667,125
label_21,0.8555555555555555,0.361991015,0.495614035,0.285333333,125
label_22,0.8597701149425286,0.377216495,0.520386473,0.296,125
label_23,0.8674329501915709,0.425204607,0.563814327,0.341333333,125
label_24,0.8739463601532567,0.415896648,0.626515743,0.312,125
label_25,0.8724137931034482,0.451444486,0.590762003,0.365333333,125
