Label_Column,Accuracy,F1,Precision,Recall,Support
label_19,0.8689655172413793,0.926829268292683,0.8880688806888068,0.9691275167785235,745.0
label_12,0.867816091954023,0.9263292761050609,0.8860294117647058,0.9704697986577181,745.0
label_18,0.8448275862068966,0.9121665582303187,0.88510101010101,0.9409395973154362,745.0
label_24,0.8620689655172413,0.922879177377892,0.8853267570900123,0.963758389261745,745.0
label_3,0.8632183908045977,0.9235709698137443,0.8854679802955665,0.9651006711409396,745.0
label_14,0.8770114942528736,0.9319771137952956,0.8852657004830918,0.9838926174496644,745.0
label_10,0.8505747126436781,0.9161290322580646,0.8819875776397516,0.9530201342281879,745.0
label_11,0.8804597701149425,0.9331619537275063,0.8951911220715166,0.974496644295302,745.0
label_15,0.8597701149425288,0.9213917525773195,0.885997521685254,0.959731543624161,745.0
label_8,0.8459770114942529,0.912987012987013,0.8842767295597485,0.9436241610738255,745.0
label_1,0.8620689655172413,0.9232736572890027,0.8815628815628815,0.9691275167785235,745.0
label_7,0.8747126436781609,0.9303514376996804,0.8878048780487805,0.9771812080536912,745.0
label_5,0.8632183908045977,0.9231762427372497,0.8893034825870647,0.959731543624161,745.0
label_21,0.8482758620689655,0.9141742522756827,0.8865069356872636,0.9436241610738255,745.0
label_9,0.860919540229885,0.9225847728726808,0.8814180929095354,0.9677852348993289,745.0
label_6,0.8597701149425288,0.9212903225806452,0.8869565217391304,0.9583892617449664,745.0
label_13,0.8459770114942529,0.9117259552042161,0.8952134540750324,0.9288590604026845,745.0
label_25,0.8747126436781609,0.929541047188106,0.8965087281795511,0.9651006711409396,745.0
label_17,0.8655172413793103,0.9245647969052224,0.8895781637717122,0.9624161073825503,745.0
label_16,0.8747126436781609,0.9301729660474054,0.8897058823529411,0.974496644295302,745.0
label_23,0.8563218390804598,0.9182472204054938,0.8954081632653061,0.9422818791946309,745.0
label_4,0.8666666666666667,0.9252577319587628,0.8897149938042132,0.963758389261745,745.0
label_22,0.867816091954023,0.9262347658755613,0.8869778869778869,0.9691275167785235,745.0
label_20,0.864367816091954,0.9237726098191215,0.8904109589041096,0.959731543624161,745.0
label_2,0.8724137931034482,0.9288005131494548,0.8894348894348895,0.9718120805369127,745.0
