,Accuracy,F1,Precision,Recall,Support,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_10,0.8770114942528736,0.8417835697098879,0.870608235922758,0.8770114942528736,870.0,28,125,23,740,5,102
Label_22,0.8689655172413793,0.8393086872310693,0.8451720181275686,0.8689655172413793,870.0,41,125,26,730,15,99
Label_5,0.8551724137931035,0.7996192328509356,0.8020042259534852,0.8551724137931035,870.0,11,125,5,739,6,120
Label_21,0.8816091954022989,0.8488761317926565,0.8799192665571977,0.8816091954022989,870.0,30,125,26,741,4,99
Label_1,0.8563218390804598,0.8021318468177561,0.809393671462637,0.8563218390804598,870.0,12,125,6,739,6,119
