,Accuracy,F1,Precision,Recall,Support,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_10,0.871264367816092,0.8398887210856384,0.850601936953719,0.871264367816092,870.0,37,125,25,733,12,100
Label_22,0.8701149425287357,0.841264836440629,0.84733426937325,0.8701149425287357,870.0,42,125,27,730,15,98
Label_5,0.8540229885057471,0.7970773007404224,0.7933106121357926,0.8540229885057471,870.0,10,125,4,739,6,121
Label_21,0.8758620689655172,0.8421449240414757,0.864471316957923,0.8758620689655172,870.0,31,125,24,738,7,101
Label_1,0.8597701149425288,0.8077671526284297,0.8278317532733499,0.8597701149425288,870.0,13,125,8,740,5,117
