,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.859770115,0.102941176,0.636363636,0.056,11,125,7,741,4,118,870
Label_10,0.872413793,0.264900662,0.769230769,0.16,26,125,20,739,6,105,870
Label_21,0.870114943,0.20979021,0.833333333,0.12,18,125,15,742,3,110,870
Label_22,0.867816092,0.206896552,0.75,0.12,20,125,15,740,5,110,870
Label_5,0.855172414,0.059701493,0.444444444,0.032,9,125,4,740,5,121,870
