,Accuracy,F1,Precision,Recall,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.859770115,0.115942029,0.615384615,0.064,13,125,8,740,5,117,870
Label_10,0.871264368,0.308641975,0.675675676,0.2,37,125,25,733,12,100,870
Label_21,0.875862069,0.307692308,0.774193548,0.192,31,125,24,738,7,101,870
Label_22,0.870114943,0.323353293,0.642857143,0.216,42,125,27,730,15,98,870
Label_5,0.854022989,0.059259259,0.4,0.032,10,125,4,739,6,121,870
