,Accuracy,F1,Precision,Recall, NVAJ_detected,NVAJ_total,Detected_num,Total_Num,True_Positive,True_Negative,False_Positive,False_Negative,Total_words
Label_1,0.835907336,0.114609713,0.434592925,0.066968781,43,2304,106.6666667,662,44.33333333,3419.666667,62.33333333,617.6666667,4144
Label_10,0.837918275,0.172125818,0.469968164,0.105740181,68.66666667,2304,149.6666667,662,70,3402.333333,79.66666667,592,4144
Label_21,0.841940154,0.214256697,0.520473846,0.134944612,86,2304,171.6666667,662,89.33333333,3399.666667,82.33333333,572.6666667,4144
Label_22,0.841216216,0.167685343,0.517785343,0.10020141,65.33333333,2304,128.6666667,662,66.33333333,3419.666667,62.33333333,595.6666667,4144
Label_5,0.835746461,0.107464013,0.418253968,0.063947633,41.33333333,2304,103.3333333,662,42.33333333,3421,61,619.6666667,4144
