,Accuracy,F1,Precision,Recall,Support, NVAJ_detected,NVAJ_total,Detected_num,Total_Num,True_detected_num,True_Nonconv_num,Wrong_detected_num,Wrong_Nonconv_num
Label_1,0.844579781,0.790688636,0.785720665,0.844579781,4105,31,2269,83,623,34,3433,49,589
Label_10,0.847421843,0.802729076,0.802888893,0.847421843,4105,63.66666667,2269,131.3333333,623,64,3414.666667,67.33333333,559
Label_21,0.847015834,0.806311976,0.804364446,0.847015834,4105,73.66666667,2269,158.3333333,623,76.66666667,3400.333333,81.66666667,546.3333333
Label_22,0.84725944,0.799135306,0.800769085,0.84725944,4105,52.33333333,2269,110.6666667,623,53.33333333,3424.666667,57.33333333,569.6666667
Label_5,0.844498579,0.789258744,0.785048362,0.844498579,4105,29.33333333,2269,76,623,30.33333333,3436.333333,45.66666667,592.6666667
